filename_len,filename_token_count,filename_digit_ratio,filename_word_count,filename_has_date,kw_documents,kw_images,kw_archives,kw_code,kw_media,kw_other,size_bytes,log_size,size_kb,size_mb,size_tiny,size_small,size_medium,size_large,size_huge,ext_group_code,ext_group_doc,ext_group_img,ext_group_arc,ext_group_audio,ext_group_video,ext_group_other,ext_cat_documents,ext_cat_images,ext_cat_archives,ext_cat_code,ext_cat_media,ext_cat_other,ext_mismatch,detected_cat_other,detected_is_text,detected_cat_documents,detected_cat_images,detected_cat_archives,detected_cat_code,detected_cat_media,text_length,text_word_count,text_line_count,text_unique_word_ratio,text_avg_word_len,text_has_content,content_raw,binary_entropy,binary_first_bytes_hash,binary_zero_ratio,binary_printable_ratio,binary_has_content,filename_raw,file_path,file_name,extension,target_class
12,2,0.3333333333333333,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,receipt_4432,synthetic_data/documents/receipt_4432.xls,receipt_4432.xls,xls,documents
11,3,0.2727272727272727,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,383,5.950642552587727,0.3740234375,0.00036525726318359375,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,383,50,1,0.34,6.68,1.0,meeting financial company revenue data project loss revenue analysis analysis profit report loss summary financial revenue annual analysis meeting department analysis analysis the results summary statement project meeting data project meeting annual analysis loss annual loss summary data summary quarter meeting quarter annual revenue profit revenue data project statement financial,0,0,0,0,0.0,resume_c372,synthetic_data/documents/resume_c372.txt,resume_c372.txt,txt,documents
12,2,0.3333333333333333,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,receipt_7713,synthetic_data/documents/receipt_7713.ods,receipt_7713.ods,ods,documents
20,4,0.4,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,406,6.008813185442595,0.396484375,0.0003871917724609375,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,406,50,1,0.32,7.14,1.0,company financial annual profit department project report quarter company report annual analysis quarter quarter the financial profit revenue revenue statement analysis summary statement project company data statement project the department revenue department department meeting revenue profit revenue profit results department statement revenue data report results department data profit analysis analysis,0,0,0,0,0.0,statement_2021-08-18,synthetic_data/documents/statement_2021-08-18.csv,statement_2021-08-18.csv,csv,documents
16,4,0.5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,notes_2019-10-11,synthetic_data/documents/notes_2019-10-11.odp,notes_2019-10-11.odp,odp,documents
13,2,0.3076923076923077,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,document_2978,synthetic_data/documents/document_2978.odp,document_2978.odp,odp,documents
11,2,0.36363636363636365,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369,5.91350300563827,0.3603515625,0.00035190582275390625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,369,50,1,0.32,6.4,1.0,revenue results meeting financial data project analysis annual results company summary summary the statement results data profit loss project summary company report financial report revenue analysis results company financial project statement analysis the loss quarter statement the results statement analysis loss the project the annual results revenue profit the loss,0,0,0,0,0.0,agenda_7475,synthetic_data/documents/agenda_7475.tsv,agenda_7475.tsv,tsv,documents
20,2,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,presentation_product,synthetic_data/documents/presentation_product.rtf,presentation_product.rtf,rtf,documents
20,2,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,385,5.955837369464831,0.3759765625,0.00036716461181640625,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,385,50,1,0.32,6.72,1.0,annual analysis financial department department project revenue company financial summary financial data profit loss company the quarter quarter analysis summary quarter project loss revenue data annual revenue quarter meeting data data analysis profit analysis results quarter report report project report the department analysis project company profit profit summary analysis quarter,0,0,0,0,0.0,presentation_finance,synthetic_data/documents/presentation_finance.csv,presentation_finance.csv,csv,documents
11,2,0.36363636363636365,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,budget_2023,synthetic_data/documents/budget_2023.xls,budget_2023.xls,xls,documents
11,2,0.36363636363636365,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,budget_2025,synthetic_data/documents/budget_2025.ppt,budget_2025.ppt,ppt,documents
16,2,0.25,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,spreadsheet_8296,synthetic_data/documents/spreadsheet_8296.ods,spreadsheet_8296.ods,ods,documents
13,2,0.3076923076923077,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373,5.924255797414532,0.3642578125,0.00035572052001953125,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,373,50,1,0.32,6.48,1.0,data project annual project profit the results annual summary profit summary analysis meeting financial analysis analysis company loss meeting report loss company department report profit analysis the meeting data meeting analysis profit analysis analysis department annual annual annual analysis the data revenue statement annual summary loss project company loss analysis,0,0,0,0,0.0,document_4245,synthetic_data/documents/document_4245.txt,document_4245.txt,txt,documents
13,2,0.3076923076923077,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,contract_2181,synthetic_data/documents/contract_2181.ppt,contract_2181.ppt,ppt,documents
16,4,0.5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,notes_2022-09-06,synthetic_data/documents/notes_2022-09-06.xls,notes_2022-09-06.xls,xls,documents
16,4,0.5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,notes_2022-06-08,synthetic_data/documents/notes_2022-06-08.pptx,notes_2022-06-08.pptx,pptx,documents
11,2,0.36363636363636365,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404,6.003887067106539,0.39453125,0.000385284423828125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,404,50,1,0.32,7.1,1.0,financial financial summary results company financial meeting revenue profit loss analysis company data report quarter department company annual financial meeting revenue project company department department department data quarter company report data profit summary summary summary analysis department loss department analysis summary meeting profit the analysis profit department report revenue annual,0,0,0,0,0.0,agenda_6528,synthetic_data/documents/agenda_6528.tsv,agenda_6528.tsv,tsv,documents
11,3,0.2727272727272727,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,resume_k814,synthetic_data/documents/resume_k814.xls,resume_k814.xls,xls,documents
11,2,0.36363636363636365,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,agenda_9679,synthetic_data/documents/agenda_9679.xls,agenda_9679.xls,xls,documents
20,4,0.4,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,382,5.948034989180646,0.373046875,0.0003643035888671875,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,382,50,1,0.3,6.66,1.0,financial quarter financial report annual results financial meeting project statement data loss report summary department the profit summary results annual quarter report project financial annual data data annual summary financial company results project summary project company meeting results quarter financial loss results data loss company statement loss company meeting summary,0,0,0,0,0.0,statement_2020-10-05,synthetic_data/documents/statement_2020-10-05.txt,statement_2020-10-05.txt,txt,documents
9,2,0.4444444444444444,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,memo_9313,synthetic_data/documents/memo_9313.docx,memo_9313.docx,docx,documents
11,2,0.36363636363636365,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,agenda_8378,synthetic_data/documents/agenda_8378.odp,agenda_8378.odp,odp,documents
13,2,0.3076923076923077,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,contract_5210,synthetic_data/documents/contract_5210.docx,contract_5210.docx,docx,documents
10,3,0.2,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,resume_r32,synthetic_data/documents/resume_r32.doc,resume_r32.doc,doc,documents
13,2,0.3076923076923077,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,document_5129,synthetic_data/documents/document_5129.pdf,document_5129.pdf,pdf,documents
11,2,0.36363636363636365,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,396,5.983936280687191,0.38671875,0.000377655029296875,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,396,50,1,0.32,6.94,1.0,the statement report annual revenue meeting statement report department the statement quarter project results department department meeting annual department quarter company analysis company annual profit results summary financial quarter annual quarter summary summary company annual report summary quarter results profit department results revenue the data analysis meeting summary data summary,0,0,0,0,0.0,budget_2020,synthetic_data/documents/budget_2020.txt,budget_2020.txt,txt,documents
13,2,0.3076923076923077,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,document_2745,synthetic_data/documents/document_2745.doc,document_2745.doc,doc,documents
16,2,0.25,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,spreadsheet_6980,synthetic_data/documents/spreadsheet_6980.ppt,spreadsheet_6980.ppt,ppt,documents
17,4,0.47058823529411764,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,385,5.955837369464831,0.3759765625,0.00036716461181640625,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,385,50,1,0.32,6.72,1.0,data annual analysis meeting meeting results meeting project project company department annual company analysis revenue data financial profit data summary financial loss quarter quarter results revenue results financial department profit loss department loss results quarter report report quarter revenue financial analysis summary quarter the loss loss revenue project revenue summary,0,0,0,0,0.0,report_2021-12-19,synthetic_data/documents/report_2021-12-19.csv,report_2021-12-19.csv,csv,documents
12,2,0.3333333333333333,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,receipt_3249,synthetic_data/documents/receipt_3249.rtf,receipt_3249.rtf,rtf,documents
13,2,0.3076923076923077,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,contract_1541,synthetic_data/documents/contract_1541.pptx,contract_1541.pptx,pptx,documents
13,2,0.3076923076923077,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,contract_6018,synthetic_data/documents/contract_6018.rtf,contract_6018.rtf,rtf,documents
15,2,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,presentation_hr,synthetic_data/documents/presentation_hr.pdf,presentation_hr.pdf,pdf,documents
16,2,0.25,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,385,5.955837369464831,0.3759765625,0.00036716461181640625,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,385,50,1,0.34,6.72,1.0,report annual company results profit report report company financial statement summary company data revenue meeting quarter the revenue annual analysis department results meeting department financial the loss report annual annual project analysis annual company summary loss results financial department company report financial meeting company department the meeting project loss loss,0,0,0,0,0.0,spreadsheet_3601,synthetic_data/documents/spreadsheet_3601.csv,spreadsheet_3601.csv,csv,documents
20,4,0.4,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,389,5.966146739123692,0.3798828125,0.00037097930908203125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,389,50,1,0.32,6.8,1.0,quarter analysis department company summary annual loss meeting quarter company the quarter loss analysis statement report revenue project data results the analysis analysis statement results report meeting analysis project results summary the summary report financial results data statement summary the summary statement financial quarter financial project report report financial company,0,0,0,0,0.0,statement_2021-01-14,synthetic_data/documents/statement_2021-01-14.tsv,statement_2021-01-14.tsv,tsv,documents
16,4,0.5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,notes_2024-03-24,synthetic_data/documents/notes_2024-03-24.ppt,notes_2024-03-24.ppt,ppt,documents
15,2,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,presentation_hr,synthetic_data/documents/presentation_hr.odp,presentation_hr.odp,odp,documents
12,2,0.3333333333333333,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,receipt_4721,synthetic_data/documents/receipt_4721.pdf,receipt_4721.pdf,pdf,documents
12,2,0.3333333333333333,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,invoice_5999,synthetic_data/documents/invoice_5999.docx,invoice_5999.docx,docx,documents
11,3,0.2727272727272727,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,396,5.983936280687191,0.38671875,0.000377655029296875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,396,50,1,0.32,6.94,1.0,financial profit department data company company company project meeting loss statement report statement report revenue company meeting revenue company financial profit quarter financial statement loss analysis profit financial meeting company project financial profit loss summary annual statement data project data results meeting company project annual quarter quarter report statement company,0,0,0,0,0.0,letter_y739,synthetic_data/documents/letter_y739.tsv,letter_y739.tsv,tsv,documents
12,2,0.3333333333333333,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,351,5.863631175598097,0.3427734375,0.00033473968505859375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,351,50,1,0.34,6.04,1.0,department report summary revenue company summary summary project summary meeting annual the profit analysis summary revenue revenue the loss loss annual statement revenue statement summary summary data data data the the company department loss analysis annual the quarter results profit data report loss company financial summary report loss loss the,0,0,0,0,0.0,invoice_1566,synthetic_data/documents/invoice_1566.tsv,invoice_1566.tsv,tsv,documents
16,4,0.5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,395,5.981414211254481,0.3857421875,0.00037670135498046875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,395,50,1,0.34,6.92,1.0,project company company department the data analysis project quarter the meeting statement statement the data loss analysis financial data department company statement department financial data meeting profit department annual revenue profit data department summary analysis department report company data profit company financial results department annual profit statement results annual profit,0,0,0,0,0.0,notes_2020-03-09,synthetic_data/documents/notes_2020-03-09.tsv,notes_2020-03-09.tsv,tsv,documents
12,2,0.3333333333333333,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,375,5.929589143389895,0.3662109375,0.00035762786865234375,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,375,50,1,0.3,6.52,1.0,meeting data statement analysis profit meeting revenue profit financial data department annual summary loss data company profit quarter company data department analysis summary revenue quarter profit data quarter financial company company profit annual analysis annual profit profit loss annual results project data financial annual results analysis annual annual data annual,0,0,0,0,0.0,invoice_5424,synthetic_data/documents/invoice_5424.csv,invoice_5424.csv,csv,documents
20,2,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,presentation_finance,synthetic_data/documents/presentation_finance.ods,presentation_finance.ods,ods,documents
9,2,0.4444444444444444,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,memo_1687,synthetic_data/documents/memo_1687.ppt,memo_1687.ppt,ppt,documents
15,2,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,presentation_hr,synthetic_data/documents/presentation_hr.pdf,presentation_hr.pdf,pdf,documents
9,2,0.4444444444444444,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,memo_8591,synthetic_data/documents/memo_8591.xlsx,memo_8591.xlsx,xlsx,documents
11,3,0.2727272727272727,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,resume_t149,synthetic_data/documents/resume_t149.docx,resume_t149.docx,docx,documents
11,2,0.36363636363636365,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,agenda_7549,synthetic_data/documents/agenda_7549.docx,agenda_7549.docx,docx,documents
